"desc"	"pagesurl"	"catalogurl"	"img"	"name"	"pageurl"	"url"	"catalogname"	"subname"	"spec"
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5804S__55c1f0583cec24.32913466.jpg"	"Dahua DHI-HCVR5804S"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5804S"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5808S__55c1f05e373b65.07312903.jpg"	"Dahua DHI-HCVR5808S"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5808S"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5404L__55c1f080f3e140.67753485.jpg"	"Dahua DHI-HCVR5404L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5404L"	""	"HDCVI-видеорегистраторы"	""
"24-канальный HD-CVI видеорегистратор; Запись : 720P * 600к/с; Поддержка  IP камер; Видеовыходы: 2 HDMI, 1 VGA; Сеть : RJ45(1000M); 3G, P2P;Мобильные платформы: iPhone, iPad, Android, Windows Phone; Хранение: 4 SATA HDD  до 16TB;1 ESATA; 4 Audio in/1 Audio out, 16 Alarm in,6Alarm out; RS485; 3 х USB2.0, Размеры: 440mm?416mm?68mm; 1,5U Case;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5424L__55c1f09826fa99.26911300.jpg"	"Dahua DHI-HCVR5424L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5424L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5416L__55c1f0aaa2c602.97023772.jpg"	"Dahua DHI-HCVR5416L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5416L"	""	"HDCVI-видеорегистраторы"	""
"32-канальный HD-CVI видеорегистратор; Запись : 720P * 800к/с; Поддержка  IP камер; Видеовыходы: 2 HDMI, 1 VGA; Сеть : RJ45(1000M); 3G, P2P;Мобильные платформы: iPhone, iPad, Android, Windows Phone; Хранение: 4 SATA HDD  до 16TB;1 ESATA; 4 Audio in/1 Audio out, 16 Alarm in,6Alarm out; RS485; 3 х USB2.0, Размеры: 440mm?416mm?68mm; 1,5U Case;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5432L__55c1f0ccab8717.25650984.jpg"	"Dahua DHI-HCVR5432L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5432L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5408L__55c1f0de3cdb64.49400250.jpg"	"Dahua DHI-HCVR5408L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5408L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5216L__55c1f108a9fd57.04987583.jpg"	"Dahua DHI-HCVR5216L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5216L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5216A__55c1f10eb4f0f2.50246951.jpg"	"Dahua DHI-HCVR5216A"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5216A"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5208L__55c1f10223c946.76754999.jpg"	"Dahua DHI-HCVR5208L"	"http://dahua-russia.ru/catalog/hcvrs?&page=2"	"http://dahua-russia.ru/product/DHI-HCVR5208L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5208A__55c1f124336e92.75642845.jpg"	"Dahua DHI-HCVR5208A"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5208A"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ru//dahua-russia.ru/images/no-image.png"	"Dahua DHI-HCVR5204L"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5204L"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5204A__55c1f12d2afd62.16839968.jpg"	"Dahua DHI-HCVR5204A"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5204A"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108H__55c1f167a82b81.00452274.jpg"	"Dahua DHI-HCVR5108H"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5108H"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104C__55c1f1828dcc21.47475856.jpg"	"Dahua DHI-HCVR5104C"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5104C"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104H__55c1f189b02692.10676841.jpg"	"Dahua DHI-HCVR5104H"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5104H"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108HC__55c1f16d9e11e9.39543793.jpg"	"Dahua DHI-HCVR5108HC"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5108HC"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5216L-V2__55c1f1c29a4535.39743379.jpg"	"Dahua DHI-HCVR5216L-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5216L-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108C__55c1f1e5815ad4.26475884.jpg"	"Dahua DHI-HCVR5108C"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5108C"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104HC__55c1f201cc2870.12554545.jpg"	"Dahua DHI-HCVR5104HC"	"http://dahua-russia.ru/catalog/hcvrs?&page=3"	"http://dahua-russia.ru/product/DHI-HCVR5104HC"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5204A-V2__55c1f21e75a353.98634169.jpg"	"Dahua DHI-HCVR5204A-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5204A-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5208L-V2__55c1f23a3fa880.53375642.jpg"	"Dahua DHI-HCVR5208L-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5208L-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5216A-V2__55c1f1bbcf1ae1.41200830.jpg"	"Dahua DHI-HCVR5216A-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5216A-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5204L-V2__55c1f26fdf6589.85080994.jpg"	"Dahua DHI-HCVR5204L-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5204L-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5116HE-V2__55c1f291d86659.62963846.jpg"	"Dahua DHI-HCVR5116HE-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5116HE-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5208A-V2__55c1f2b4cd7a70.37073152.jpg"	"Dahua DHI-HCVR5208A-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5208A-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108C-V2__55c1f2d292da95.12585260.jpg"	"Dahua DHI-HCVR5108C-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5108C-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104H-V2__55c1f31838fd39.65405827.jpg"	"Dahua DHI-HCVR5104H-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5104H-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108H-V2__55c1f2da384343.86289486.jpg"	"Dahua DHI-HCVR5108H-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5108H-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104HE-V2__55c1f31dc404f9.83036811.jpg"	"Dahua DHI-HCVR5104HE-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=4"	"http://dahua-russia.ru/product/DHI-HCVR5104HE-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108HE-V2__55c1f2e16f7be4.93938049.jpg"	"Dahua DHI-HCVR5108HE-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/DHI-HCVR5108HE-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5116H-V2__55c1f311c95ae5.18802249.jpg"	"Dahua DHI-HCVR5116H-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/DHI-HCVR5116H-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104C-V2__55c1f333a867d8.12967165.jpg"	"Dahua DHI-HCVR5104C-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/DHI-HCVR5104C-V2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5116H-V2__55c1f311c95ae5.18802249.jpg"	"Dahua DHI-HCVR5116H-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr5116h-v2"	""	"HDCVI-видеорегистраторы"	""
""	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104C-V2__55c1f333a867d8.12967165.jpg"	"Dahua DHI-HCVR5104C-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr5104c-v2"	""	"HDCVI-видеорегистраторы"	""
"32 канальный трибридный HDCVI видеорегистратор 720P;                                                                              Разрешение и скорость записи: 720Р -15к.с на канал; Поддержка IP камер: 2ch x 1080P / 4ch x 720P; HDD: 2 SATA3 до 8Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 1Gb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; RS485; Поддержка: iOS, Android;  Размеры:  375mm?285mm?55mm; Питание: DC12В/5A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4232AN-S2__566ae017d48929.89971484.png"	"Dahua DHI-HCVR4232AN-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr4232an-s2"	""	"HDCVI-видеорегистраторы"	""
"16 канальный трибридный HDCVI видеорегистратор 720P;                                                                          Разрешение и скорость записи: 720Р -15к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; RS485; Поддержка: iOS, Android;  Размеры: 205mm?205mm?40mm; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4116HS-S2__566ae0098aa7c8.47646931.png"	"Dahua DHI-HCVR4116HS-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr4116hs-s2"	""	"HDCVI-видеорегистраторы"	""
"4 канальный трибридный HDCVI видеорегистратор 720P realtime; Разрешение и скорость записи: 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1;  Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/1.5A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4104C-S2__566adfa329c794.11879726.JPG"	"Dahua DHI-HCVR4104C-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr4104c-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 720P; Разрешение и скорость записи: 720Р -15к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4108HS-S2__566adffa858825.28115410.png"	"Dahua DHI-HCVR4108HS-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr4108hs-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 720P; Разрешение и скорость записи: 720Р -15к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4108C-S2__566adfd4ba3101.29270019.png"	"Dahua DHI-HCVR4108C-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=5"	"http://dahua-russia.ru/product/dhi-hcvr4108c-s2"	""	"HDCVI-видеорегистраторы"	""
"4 канальный трибридный HDCVI видеорегистратор 720P realtime; Разрешение и скорость записи: 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1;  Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/1.5A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR4104HS-S2__566adfbc2621a4.13949499.png"	"Dahua DHI-HCVR4104HS-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr4104hs-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 1080P;                                                                               Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 2 SATA3 до 8Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 4/1; Трев. вх.вых 8/3; RS485; Поддержка: iOS, Android;  Размеры: 375mm?285mm?55mm; Питание: DC12В/4A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5208A-S2__566ae0cee9bd26.02320683.png"	"Dahua DHI-HCVR5208A-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5208a-s2"	""	"HDCVI-видеорегистраторы"	""
"16 канальный трибридный HDCVI видеорегистратор 1080P; Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 1Gb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; RS485; Поддержка: iOS, Android;  Размеры: 325мм?255мм?55мм; Питание: DC12В/3A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5116H-S2__566ae0aa651b95.28099461.png"	"Dahua DHI-HCVR5116H-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5116h-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 1080P;                                                                        Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 4/1; Трев. вх.вых 8/3; RS485; Поддержка: iOS, Android;  Размеры: 325mm?255mm?55mm; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108HE-S2__566ae09c142ed1.02792988.png"	"Dahua DHI-HCVR5108HE-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5108he-s2"	""	"HDCVI-видеорегистраторы"	""
"16 канальный трибридный HDCVI видеорегистратор 1080P;                                                                               Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 2 SATA3 до 8Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 1Gb; USB 2.0 - 2 порта; Аудио вх. вых 4/1; Трев. вх.вых 16/3; RS485; Поддержка: iOS, Android;  Размеры: 375mm?285mm?55mm; Питание: DC12В/5A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5216A-S2__566ae0e215a2b7.14176542.png"	"Dahua DHI-HCVR5216A-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5216a-s2"	""	"HDCVI-видеорегистраторы"	""
"16 канальный трибридный HDCVI видеорегистратор 1080P ;                                                                               Разрешение и скорость записи: 1080P-25к.с ; Поддержка IP камер: 2ch x 1080P; HDD: 4 SATA3 до 16Тб; Видеовыходы: 1 HDMI, 1 VGA,1 TV;  Сеть: 1 порт 1Gb; USB 2.0 - 3 порта; Аудио вх. вых 4/1; Трев. вх.вых 16/6; RS485; Поддержка: iOS, Android;  Размеры: 440mm?416mm?68mm; Питание: AC220В/40 Ватт;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5416L-V2__566ae0f6aad5c5.01929241.jpg"	"Dahua DHI-HCVR5416L-V2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5416l-v2"	""	"HDCVI-видеорегистраторы"	""
"16 канальный трибридный HDCVI видеорегистратор 1080P;                                                                        Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 1Gb; USB 2.0 - 2 порта; Аудио вх. вых 4/1; Трев. вх.вых 8/3; RS485; Поддержка: iOS, Android;  Размеры: 325mm?255mm?55mm; Питание: DC12В/3A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5116HE-S2__566ae0b791a824.88476066.png"	"Dahua DHI-HCVR5116HE-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5116he-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 1080P; Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108H-S2__566ae08c7f1e48.37175386.png"	"Dahua DHI-HCVR5108H-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5108h-s2"	""	"HDCVI-видеорегистраторы"	""
"4 канальный трибридный HDCVI видеорегистратор 1080P; Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры:  205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104H-S2__566ae04f7eee77.13120908.png"	"Dahua DHI-HCVR5104H-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5104h-s2"	""	"HDCVI-видеорегистраторы"	""
"4 канальный трибридный HDCVI видеорегистратор 1080P; Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры:  205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5104C-S2__566ae03e6b8f98.85656608.png"	"Dahua DHI-HCVR5104C-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=6"	"http://dahua-russia.ru/product/dhi-hcvr5104c-s2"	""	"HDCVI-видеорегистраторы"	""
"8 канальный трибридный HDCVI видеорегистратор 1080P; Разрешение и скорость записи: 1080P-12к.с / 720Р -25к.с на канал; Поддержка IP камер: 2ch x 1080P; HDD: 1 SATA3 до 4Тб; Видеовыходы: 1 HDMI, 1 VGA;  Сеть: 1 порт 100Mb; USB 2.0 - 2 порта; Аудио вх. вых 1/1; Поддержка: iOS, Android;  Размеры: 205мм?205мм?40мм; Питание: DC12В/2A;"	"http://dahua-russia.ru/catalog/hcvrs"	""	"http://dahua-russia.ruhttp://s1.dahua-russia.ru/storage/images/DHI-HCVR5108C-S2__566ae07726e852.29989120.JPG"	"Dahua DHI-HCVR5108C-S2"	"http://dahua-russia.ru/catalog/hcvrs?&page=7"	"http://dahua-russia.ru/product/dhi-hcvr5108c-s2"	""	"HDCVI-видеорегистраторы"	""
